tweet,topic,sentiment_label,sentiment_score
shhh dont tell anyone wont tell anyone,0,1,-0.23344663
time comatize 10 hours,0,1,-0.02111077
aww love daddy hes going talk vip college want move get hes softie,3,2,0.94606453
going north weekend brightsideim going dance ass wedding,0,1,-0.028601244
love bestie always treating,0,2,0.9643954
july 12th last plano centre show going garland special event center shows,0,1,0.0429394
hey bella,0,1,0.099325836
large 5 dollar pizza dominos yummy,0,2,0.95745826
life crap emoed youuu,2,0,-0.89962417
snl old school bspears loveeeee,0,2,0.93282795
tnx dear,0,1,0.067107975
friday cross fingers ashleys soundcheck best,0,2,0.80861706
yet another pixar movie hits close home,0,2,0.676799
love kings,0,2,0.9026217
looking homebased job would like offer services please dm meill try help find work,0,1,0.38265997
prepay ftw im xt prepaid custy,2,1,0.05622876
forgot grab baby girls room tonight ill tomorrow dry try line drying summer,0,1,-0.11085605
belated congrats baby mother four honestly say thank god,0,2,0.98500454
aww hehe drop us line,0,2,0.5075222
merzbows nicegood work give lamb gods latest album listen seen talking gojira day,0,2,0.93867534
welcome twitter,0,2,0.68132037
eeew actually deserve stuck indoors 3 pm blergh,0,0,-0.7282623
lumpys drinkvery chillthe boys didnt wan na drive far woulda bar named sue,0,1,-0.11795255
good know boys looks like big plan underway,0,2,0.76451737
got retweeted,0,1,0.3299686
superb greatness,0,2,0.7682307
sorry miss read say couldnt fit arse brixton lido,0,0,-0.79866344
ta trail type changes mean changes reasons specifically particular nature,0,1,-0.068866275
pain du chocolat chocolate milk pea pods late dinner yummmm,0,2,0.8822495
good morning whats,0,2,0.71757156
owh hahahaha get,0,2,0.5277495
tare deja sunt 10 gata rezolve deschid eu licitaie pt bin packing problem oare ci fac quoton time budgetquot,0,1,-0.21406403
hes u coming dvd,0,1,0.04027252
hoping 7day beach scuba break julysept go see polar bears canada oct,0,2,0.6366411
moreeeee thann everr,0,2,0.67587805
aah time take mini cabrio test whole weekend great comes rain,0,2,0.7581492
yeah u definitely,0,2,0.5034528
little cool thing dialogue quotideaquot numbered 1000,0,2,0.8363896
dont see mate bit far home,0,1,-0.27990472
u kno,0,1,-0.058918968
im cookoo cookoo cookooo,0,1,0.45694515
collegeeeeee sun puts good mood,0,2,0.9599602
tease look forward hearing later,0,2,0.9155948
arrrgh reputation,0,1,-0.3962235
fixing multiply,0,1,-0.017921776
elton john great song mastered piano,0,2,0.8447475
nah nahdont worryeven u eat penguins wont kill u judgements passed explanations demanded,0,1,-0.28328076
lt3 easter eggs though,0,1,0.33212855
yeah saw internets today listening,0,1,0.03906092
funny day today got rubbed grass girlfriend mine water fight,0,2,0.9212957
wuhu going poker night,0,1,0.041462794
back form seeing jonas brother 3d fab lased jb songs drive home good times,0,2,0.89062226
analog heart continuous play driving doctor love fridays brag,0,2,0.6491309
go try yummo super hot plecing kangkung ayam bakar taliwang sexy food exotic countryindonesia,0,2,0.9413965
im going,0,1,0.10549338
simply best dont know anyone else would go around croud taking pics w everyone lt3,0,1,0.41525292
james mo tonight aaaaaaaaaaaaa cant wait,0,2,0.98438185
raining tonightbut hot uurgghhate global warming safe world xoxo,0,2,0.50878584
ur welcome,0,2,0.79916435
oh dear left side face maybe sitting sun wast good idea,0,1,0.22932506
thanks girl plan making day good one somehow,0,2,0.97150415
ate bowl apple jacks im ready go back work yes 31yo still love red green,0,2,0.93472695
think heard,0,1,-0.099125065
votes top ten xx,0,2,0.5531972
gift spread joy,0,2,0.91340363
hey doll give tix dallas show tonightshe would really appreciate,0,2,0.930849
making ice cream dros,0,1,0.14959624
today road lot dont really mind though,0,1,0.15133929
wahooo iceland turned wif frozen food delivery well impressed wif em xx,0,2,0.93267167
yeah ones gon na get anything done today,0,1,0.03631579
yay free food even yay fact managers bought,0,2,0.70784205
wow nu stiam ca citesti amdoar18aniro,0,1,-0.101327896
amazing nite im really tired showd 2 wurk late well worth,4,2,0.6543229
fiona alanis imogen regina check new recommendations great know im favoriteing thanks,0,2,0.96748155
good summer tune bring,0,2,0.9313432
heyy get invite,0,1,0.08084719
good morning twitterverse happy followfriday,0,2,0.96898854
may 30 2009 102am,0,1,0.00013747811
welcome thank,0,2,0.9162051
moving bed,0,1,0.044339046
1 300 updates,0,1,0.042640228
keep kids sterile room online classes solve lot problems,0,1,-0.044186607
ughh im jealous bring,0,0,-0.94677234
movie seems like would hilarious wan na see,0,2,0.8414455
np ran issues mounting dfs shares,0,0,-0.5089632
finally im hometime playing sims 3,0,2,0.6507291
10728 briannes us one fun friday fact according,0,2,0.81625855
thanks guys,0,2,0.7203928
forgive babelfish 2 votes,2,1,-0.30974862
say 25 times,0,1,-0.0056582093
made day yes,0,2,0.8851605
time summer time,0,1,0.29285657
thanks green tea w blueberry one personal faves ppl mention pomegranate diff ppl diff tastes,0,2,0.57849485
5 days musical im gon na dance wow wow wow gon na something like high school musical ihihih xoxo petia,0,2,0.75259745
real plans involve cutting grass plans sis come week 2 rainbow paradefun,0,1,0.34739345
hard mike seen strange place first,0,1,-0.1088622
watching movie whilst eating dinner celebrating good marks enjoy spending extra time children,0,2,0.9590801
cute little sisters adorable,0,2,0.9733154
least shes nice looking better martha id liked see sally sparrow tho,0,2,0.74272865
well done,0,2,0.7566938
perhaps tonguetwisting title sure make people wonder eh,0,1,-0.09059977
turns visited coworker got 2for1 deal local bakery thing,0,1,0.47219157
followin u,0,1,0.09965916
decided try something different lavender toe nail polish 1st look different 2nd hmm bad 3rd good choice lory,0,1,0.020949572
whew almost changed perception put back pedestal,0,1,-0.03472446
nothing paradise gtgt,0,1,0.04470057
thanks girl think im finally understanding ff ive confused time,0,2,0.56475043
long beach,0,1,0.16447672
sent tweet follow great lady,0,2,0.90505725
follow fridayed bc youre cool obligation return wouldnt stop,0,2,0.9194945
im ready work design whenever,0,1,0.23633543
love summer state mind yw rb via quotsummer day mixwith thanksampxx tha,0,2,0.9340711
washing car accomplished yayy,0,2,0.82875586
rude simon cowellquotyour gon na winquotvote good evans porve simon wrong,4,0,-0.5481883
drinking iced capuccino friends hot afternoon oh need dress tomorrow shopping saturday,0,1,0.34073132
nj night,0,1,0.036484197
yea babii luv u long time,0,2,0.9541127
already chi,0,1,-0.05003883
hope nails next time,0,1,0.07331892
thanks took morning,0,2,0.8477667
bout go bmore schools almost time start actin reckless,0,0,-0.47456318
nice talking alex thanks,0,2,0.9348356
good talks,9,2,0.8500764
like one,0,1,0.07309353
youre awesome hayley paramore rocks love colombia,0,2,0.98975873
thank fun wherever go,0,2,0.89363295
deaduhmmthats pretty much established already,0,1,-0.076800585
getting new car monday yay,0,2,0.89358133
vh1 20 greatest electro 80s atm love,0,2,0.8430902
know think youre right great see calvin mtb,0,2,0.91646856
doh always assume rain arent talking cali,0,0,-0.50201017
home full heart sunburned head good,0,2,0.7646196
ill try next time,0,1,0.27841574
hope try one soon,0,2,0.51689315
oh btw hai mah laptopz youll see tuesday,0,1,0.05619648
tryouts doneyah eating mexican bf gon na watch lakers playits weekend yah,0,1,-0.055502575
asked go around pole next clear heels,0,1,0.0027307048
day amazing,0,2,0.9346205
favorite song new cd paranoid hey baby bout cds video girl bb good shelf tonight,0,2,0.94390666
coming around 730pm cst photos crookston mn high school graduation ceremony know youll wait,0,1,0.06235519
make living nothing,0,1,-0.3956069
hows everyone today,0,1,0.006016493
yeeeeaaaaahhhhh baby enjoying cold one bbqing ribs life grand,0,2,0.9760499
blue one,0,1,0.10803822
love awesomest devine delight life hows memory,3,2,0.965778
good god man hands ok,0,2,0.80513
whatcha doin tomorrow sure fine,0,1,0.43366906
yes im drinking tea wellmy fave darjeelingbut hot herecool shadewarming,0,2,0.9342905
hangin ledd nd court,0,1,-0.023368068
go see,0,1,0.10079433
love lt3,0,2,0.88782096
come nyc plz thank lt3 lt3 lt3 lt3,0,2,0.68592924
time next week ill packing ready water park woooo hope backs cleared fully probs wont,0,1,0.41272599
maybe obama town day,0,1,0.033168808
make laugh,0,2,0.71855915
well jus got da shower wastin time work glad gas,0,1,-0.29364073
glad im staying home waiting desk delivery may may come,0,2,0.54116994
thank sweety x baba maal good interesting pink dress top 5 favourite female singer regina spector u like,0,2,0.9647061
door mat went came home earlier sec deli luca gone thats strange,0,1,-0.25681013
shes tiny blonde hitler twatting cow bag,3,0,-0.7649655
twitting first timeahhh still desk friday need booze funl come,0,1,0.48781696
homie bestie tweeple 4real music tweeps,0,1,0.30978143
terminator tell fantastic,0,1,0.3103084
whatching camp rock,0,1,-0.028423272
thanks mention,0,1,0.346062
sure im following enjoy night,0,2,0.937789
gon na write questions ill make answer video tomorrow last minute ones,0,1,0.051863343
happy note im heading bed torecharge chi tomorrow goodnightweeps,0,2,0.9118845
thanks girl hard feminist male dominated world,0,1,-0.190741
walmart hair dye ice cream,0,1,0.05827722
dude relationship havent got special someone either figure want theyll find,1,1,-0.3684009
going blow away reunion,0,2,0.5709179
princeton kinda hot looking forward good weekend,0,2,0.9770193
camping w family weekend,0,1,0.2436766
waiter knew absoloute fav dessert beyond brought,0,1,0.0023578703
love g1easier use twitter,0,2,0.81974894
omg realized much luv summer,0,2,0.9634274
powers back really didnt cut power line shovel,0,1,-0.30700165
quickie obviously,0,1,-0.09671648
forgot relaxing watching ducks classic grandma tries get away geese,8,1,0.12503189
lakers best team west conference,0,2,0.87521046
thinking much love bff lulyugly xooo,0,2,0.9724055
cat thats sweet,0,2,0.9376663
little expensive fridge empty food decent,0,1,-0.08738516
wtf weather weird full raining second ago sunnygahh best week planned,0,2,0.4752903
happened week time amble phoenix,0,1,0.027769737
youre welcome,0,2,0.9302879
despite random lack energy really happy right,0,2,0.77503026
really would,0,1,0.19146647
amazing couple always make laugh reading twitter convos toabout xoxo,0,2,0.97520167
g baby daddy stuff gosh love ray super kewl audio blog,0,2,0.9815017
fia cant kill,0,0,-0.49678034
dont mean hurt,0,1,-0.448165
ty ff love twomie,0,2,0.92117083
mmmm think first beer six months worth waiting,0,1,0.14118856
whoohooo love eminem playlist sunday,0,2,0.989366
john mayer course,0,1,0.050171163
boston june cant wait whole week,0,2,0.93422616
made squash soup,0,1,0.122705214
lmao well need day disclaimers,0,1,-0.27588877
wanted let know didnt forget youve got email,0,1,0.033372298
spokane almost mall,0,1,-0.019328967
polishing nails ladies night,0,1,0.095886216
yeah gym season 1 2 3,0,1,0.0889835
might want look getting something like next time around,0,1,0.2682159
watching best friends girl,0,1,0.24406868
thanks hopefully well get chance bring soon,0,2,0.9275385
woooot paranoid disney 5 seconds ago,0,2,0.50495166
heres picture ray look really bad lmao,0,0,-0.8664878
mamas day deserve,0,2,0.49729058
good night everybody,0,2,0.6854756
hahaha idk yay gon na roomiess,0,1,0.055405498
manderzz damn love ice cream make laugh,0,2,0.9634691
paranoid jonas brothers love song,0,1,0.22042507
going sleep light outside know time zzzz night twitter fam nice weekend,0,2,0.8757507
playing mark makeup jammin taylor swift,0,1,0.092960484
lakers got hahaah love,0,2,0.7250509
little left,3,1,-0.016478702
mom tay love banana labby tappy oh bajaaaaa,0,2,0.7692778
thats awesooooooooomeeeee knwo true,0,2,0.9609058
got end game nice win lakers love,0,2,0.974546
set phone tell texting ringtones go goes quotmessage tweeterquot get text,0,1,-0.032123584
well thanks,0,2,0.64487803
shore morning,5,1,0.33992487
purchased macbook get free personalized itouch sweet,0,2,0.95692027
hopin text,0,1,0.020723477
tom thumb think saw drunk ass buying beer,0,0,-0.78117096
caught glimpse dish style check,0,1,-0.03263373
ahk cool agree,0,2,0.9045606
oops fell asleep 4 hours making pasta,0,1,-0.06642626
bought cant wait till gets,0,2,0.8636905
lt3 majk loveee,0,2,0.89642185
quotyour best girlquot sometimes talk like born 50s kisses cheek thanks date,0,2,0.66838974
happy bff gujab lakers,0,2,0.8329219
ga ever play trick,2,1,-0.2696905
finally got view film two thumbs way quotupquot via,1,2,0.58315367
three minutes 1000pm hahaha random,0,1,0.13175496
nick please,0,1,0.088029295
guys best friends guy ever never met online,0,1,0.34627
cant convince confuse,0,0,-0.5133736
glad made home okay,0,2,0.837661
rpm boyfriend homies heading drive ins 11,0,1,-0.072699174
ness goes sd 123 come pick think remember get house still,0,1,0.0031553507
reading playlist yesterday feeling ill listening quite time,0,0,-0.5254099
destins shelbie makes smile see,4,2,0.8961852
123 thats ridiculous yay us wee smart p,0,1,-0.12714028
till mondayy,0,1,0.067703806
2 shots goose good go,0,2,0.69873464
im listening radio disney hilaryduffs song,0,1,0.0828888
see fakes easy,0,0,-0.78211397
thanks much might already shipped,0,1,0.06738877
baking cake baby sleeps tomorrow going awesomesauce,0,2,0.7398094
wan na sleep late tomarrow thank goodness saturday mornings,0,2,0.8889763
gaa 1am already least friday,0,1,0.06702742
fave drummer remix fave rapper 3am die happy,0,2,0.8943485
love hoops yoyo,0,2,0.870626
thinking inspiration wassup,0,1,0.1315251
hey lukas pleasure speaking phone bro thank open loving soul lukas,0,2,0.97500664
happy birthday paula good one,0,2,0.98742265
went see quotupquoti touchedthe movie surprisingit beautiful messageamp extremely funny 2very specialworthy,0,2,0.9777465
sweet works couldnt view back,0,0,-0.5478794
got home sleep time,0,1,0.06995382
cant go sleep hyper,0,0,-0.8228277
still packing waiting clothes dry bed beach,0,1,-0.011506878
twitter phone,0,1,0.01755476
good home,0,2,0.8266159
winstons sat night quotim hustler babequot thank miles,0,1,0.3872472
insist im almost 160,0,1,-0.04509242
im glad hear guys great show youre amazing love,0,2,0.98894775
well knew 2nd one im kool like really yeah,0,1,0.18454432
ok holywars twitter,0,1,-0.044157915
um youre nice hahah xoxo lori,0,2,0.9722363
luck weekend construction,0,1,-0.04873486
listening indiana party song sticks stones techo prefect music selection,0,1,0.42411327
drinking cuppa,0,1,0.17434824
yet netflix list cant wait see though,0,2,0.93056417
thanks following,0,2,0.72531646
hope super saturday x,0,2,0.9216872
twitting modemood today yay,0,2,0.8783916
totally awesome,0,2,0.9385959
aw quite sunny,0,2,0.7601151
thoroughly enjoyed movie made day,0,2,0.9797439
morning today indeed beautiful day beautiful dont even know yet,0,2,0.98454547
im glad back twitter,0,2,0.96505314
excited senior appreciation day ribs,0,2,0.98850596
bed birds wakeup since lastgreat night older cousin husband friends,0,2,0.6272742
looking forward evry song love love xoxox sophie please please reply,0,2,0.97866416
home alone shaweeeeeeeet,0,1,-0.06166867
finaly saturday,0,1,0.0656603
mm cake yummy,0,2,0.9389274
dont think,0,1,-0.19156457
hahaha like hat,0,1,0.102066904
lmao gotchu bout watchin bout time luv,0,1,0.32853222
last night made well happy drinking meadows sunshine,0,2,0.98325473
gerade twitter mit facebook verbunden,0,1,-0.05853352
beach anywaynothing news nowhave nice day see soon,0,2,0.9355386
loverly day im going sun bathe,0,2,0.72202003
yt made happy guys amazing love thank oh goodmorning may day good mine,0,2,0.9883451
follow like,0,1,0.15581605
got home hanging tyler guys nyc tired helllllll,0,1,-0.1570692
love beautiful song great day sunshine,0,2,0.98889494
good night twitterlers im dreamland positive outlook finish schoolwork sunday night,0,2,0.93300974
morning really hot sunny day today shall prob relaxing day sun xx,0,2,0.95388365
ohh 5 til get 100,0,1,0.1603617
almost quitting time tim hortons breakfast sounds good morning twitter,0,2,0.961294
night little twitterbirdsxoxo fun thanks laughs talk2ya later muah,0,2,0.94857097
slept 4 hours going back bed,0,1,-0.02146227
got new ipod touch,0,2,0.7176356
good morning xx,0,2,0.8431921
need tea basking sun peasholm park north bay wall really exhausting scarborough glorious today,0,2,0.62675226
cant wait see winning youll tweet right please love youuu lt33,0,2,0.9807834
im thinking song movie,0,1,0.07789029
christines graduation,0,1,0.111091346
mission statement something like psykoidcom,0,1,-0.060296603
trust itll work everyone elsejust,0,2,0.679672
glad see alright careful man,0,2,0.7525449
morals remember,0,0,-0.6267579
press 1 log phone aol theyve locked,0,1,-0.2334818
super day,0,2,0.89572734
fixed specs,0,1,-0.07898249
awww poor thinglol oh okay hopefully u dont give virushahaha ummmits 356am yup yup usa bby,0,1,-0.021498337
raze wish demi would see,0,1,0.030414972
take plenty bottled water,0,1,0.28884012
early get ready sons medieval fair think costume disaster fun brownies look good,0,2,0.9340605
looking houseboats trade 911 turbo new bentley continental gt ltsighgt ah life copywriter,0,1,0.01416298
coffee cafe aftererrr 4months feel normal,0,2,0.69848186
im watching tomorrow,0,1,0.1092131
thanx dude bit long shot r u gon na come see lads edinburgh free comedy shows pinky,0,1,0.072391644
coolio im popping spot shopping catch,0,1,0.35452256
feel crap last night nice day outside,0,0,-0.44090292
playing basket couisns,0,1,-0.015612237
dinner soon trying finish june holidays eng hw lvl mt monday,7,1,0.06668782
mission statement something like psykoidcom mission statement however going tal,0,1,-0.016372025
everyone yay saturday,0,2,0.89033705
officially weekend let begin back metaplace bit nudge,2,1,0.14206469
totally agree party placed,0,2,0.47970518
lets week well draw make something send,0,1,0.37088692
cant believe hot lush thinking lovely tea cold drink outside later yeay,0,2,0.8187943
asian guy take lead looks like george nozuka,0,1,0.124818586
oh beautiful dayyyyy,0,2,0.98308456
loves color morning,0,2,0.93781537
headed bama day road trip holla,0,1,0.09394751
like many baby genes feed us much sleep,0,1,0.14506587
love airports coffee,0,2,0.91339207
good deal safe flight take care,0,2,0.9513936
cycled pub along canal chilli jacket lovely view waterfront,0,2,0.90876716
good morning safe blessed day,0,2,0.9737789
soaking sun xxx,0,2,0.6040359
susan boyle wins like grrrr annoyed p okay doesnt much talent dancers xx,0,1,-0.32045197
could resist packet 7d dried mangoes hello yellow fellow,0,1,0.115496695
ohh thank much wonder watch next week,0,2,0.9107966
getting ready work hopefully beach,0,1,0.43957835
sat sun stuff garden nice,0,2,0.9447304
souris ikari laser reue,0,1,-0.06305351
im watching right love,0,2,0.52345794
good morning,0,2,0.76207113
victoria country park sun,0,1,0.15332077
im happy dommie thanks attention im happy jason know im care,0,2,0.98121804
mulching yard wih dime piece wendys party game six laterrrr,0,1,0.0820619
great day shoot wedding new d700,4,2,0.93920004
got 11 hours sleep feel quite energized,0,2,0.8819941
helping run fundraiser relay life today,0,1,0.23713939
watched motogp qualifyingsimply gripping great results looking forward races tomorrow,0,2,0.9382701
love dont think ever met anyone kind well done getting 1000 followers,0,2,0.5375947
heading yoga class beautiful sunshiny day,6,2,0.9459621
great friends support things love feels good love guys,0,2,0.9872265
good morning tweet tweet woke gon na start getting ready amazing day call beep wan na reach,0,2,0.90146744
eating bulls really nice food,0,2,0.9169324
saturday office,0,1,0.036759473
good turnout think theyll back,2,2,0.89314854
jezabel nice offer,6,2,0.86930126
hey russell see christ yoga rap video,0,1,-0.024901457
problem love display pic,0,2,0.8899289
hopes things work,0,1,0.44750306
graut yah itworks around 7 pm make nachos anyways,0,1,0.079285756
wana eat tacos anyway im eating green peas nuts crunchcrunch,0,1,0.102929875
playing grandsjust instant grits get everywhere much fun love hope everyone well smile,0,2,0.97965676
maybe stop falling asleep day would able fall asleep night,0,1,-0.044626817
going work hungover awesome good thing coffee swiss rolls,0,2,0.9054391
fun im cleaning waiting gabe,0,1,0.23629859
thx god,0,2,0.41911298
fun kashmir,0,1,-0.16317007
looked katty perrys sushi nail funny,0,2,0.48790672
dont know im really involved end things hear anything post,0,1,-0.28332418
thanks guys,0,2,0.7203928
im likeurmmmm,0,1,0.308477
ill let know gets picked,0,1,0.029055238
sitting fun grandma,0,2,0.82091475
listening gregory hawk repeat,0,1,0.05843848
gator joes heather movies tonight,0,1,0.13830689
im eating,0,1,0.03947407
aw thank,0,2,0.5249358
1st day marathon training done good run nice actually real people run,0,2,0.92832947
dont tan,0,1,-0.24371734
good morning everyone heart happy smiling morning hope,0,2,0.98518795
passed pickle aisleyup thought,0,1,-0.05159529
started today,0,1,0.059778623
yawn good morning twitters,0,2,0.78705704
use real xmpp service,0,1,0.06010957
oooh pictures please,0,1,0.24609418
thanks 23 days,0,1,0.034861058
anita hi hugs,0,2,0.52314705
ah love songg,0,2,0.81763667
thi ng chc c nh ng ngon,0,1,-0.024890162
nico still irritating hehe got ta keep calm smooth,0,1,-0.40698272
im good,0,2,0.84337515
ltmake sure u tune watch dun dun show shes fckin movie,0,0,-0.7775278
yarn arrived vivian colour expected still lovely dark dusky pinkpale wine,0,2,0.94714314
posted back,0,1,0.20268108
bless alot people think 4 votes god sake shes 10 ehm diverst flawless aidan hope susan dusnt win x,0,1,-0.07406996
weekend think exercize later,0,1,0.060879827
yes cyby u,0,1,0.26670521
youre wit double bring sum grub n grill aint bugger,0,1,0.10492964
officially made profit yesterday whole 115,0,2,0.5567333
thankyou made day,0,2,0.9725082
new video,0,1,0.16374648
polished bottle already,0,1,-0.0067757815
mm mm mm fresh clean top head toes im way corney barrows reach sound check xx,0,1,0.26400498
thank darling,0,2,0.7252297
oh 7am thats heading mah way 15hrs oh god coffee tea crisps n rice fed makes u skinny 2 huh,2,1,0.024360374
goal program prepare students jobs dont yet exist jaime,0,1,-0.24959235
ive even watched episode clips,0,1,-0.15391807
thats pretty cool,0,2,0.9812845
harvest day,0,1,0.009164199
ive good day,0,2,0.96486
tell youre thespian background ruthless lot,0,1,-0.09482014
come share pop corn,0,1,0.22140746
brothers love u next tour please come venezuela,0,2,0.9188503
save please,0,1,0.15070611
wooo ninjas rock,0,2,0.8907184
watching bgt irish dancing flooding back may even attempt wee jig living room,0,1,0.32677752
pink lemonade win,0,2,0.76150674
work today tomorrow call 3,0,1,0.021250539
eatin family,0,1,-0.18080528
hahahahathat wasnt mean,0,1,0.20842746
eating yogurt mixed mangoes yumm jesus life da best ps shia labeouf hottie soz chris brown,0,2,0.8981376
cleaning ugh sombrero thats excitment right,0,2,0.6595364
diversity oooh yes xxx,0,2,0.7989091
hopefully work buddies test released,0,2,0.8067066
trying make friends twitter,0,1,0.20378065
eat chocolate talk friends,0,1,0.12576476
love go pass unlimited caltrain free,0,2,0.8407609
join dunno added,0,1,-0.19262114
absolutely agree love acts,0,2,0.8636163
lolz need get money none atm get go monday,3,1,0.022752918
mall outside something idk whatever happens happens,0,1,-0.21606381
sunburnt fuck,0,0,-0.9405258
would easy way,0,1,0.40681028
smart phone maybe ill tweet often,0,1,0.44886366
hahahaha yea remember,0,1,0.19581273
standing rain,0,1,-0.031601124
still need find code get outdoor pool finally done heading store get sandwich stuff 4 lunch,1,1,0.056622848
didnt get home though nearly midnight went straight bed,0,1,-0.34819114
denius belong telmo remix,0,1,0.011960737
going kennys house twinnielt3 win,0,1,0.35372227
love baby seals,0,2,0.90216464
talking rain talking torrents,0,1,-0.13193181
listening repeattt,0,1,0.24394119
im singing,0,1,0.1884369
like new avatar,0,1,0.1347347
watching harry potter movies nephew patricki think watched twice,0,1,0.3905915
hate sleeping thank god leaving soon seattle come,0,2,0.28178927
talnet show tonight church sure fundraiser,4,1,0.2898055
sister fl,0,1,0.015233949
goood oo good youand yea original song ill tell wins wins,0,2,0.9477858
way v see fam bamtryna stay busydoin good 2day,0,2,0.9011724
sitting home,0,1,0.007996753
muhaha du hast echt pech,0,1,0.049894206
long time coming horses raced 2 years coming peak hopefully win races,0,2,0.83404946
hows everything going,0,1,-0.019269198
awesomewhat tell,0,1,-0.07544576
cant wait wednesday thursday,0,2,0.9071686
sound good big bro save everything thats pork beef,0,2,0.5225952
get msn fathead,0,0,-0.8378206
right really wish ice cream right,0,1,0.22484295
happy hear well complain life good got health roof head,0,2,0.9074652
drinking tea watching tv,0,1,0.08425389
another crush think shes cutie,0,2,0.84950435
dang feel meeting ferrell coolll,0,1,0.044514924
like way look glasses,0,1,0.09415875
good thank thank oh wan na hear send ok aiight,0,2,0.9486645
ione sky never anthing must boy thing wonder today,1,1,0.17099468
havent watch da vinci coe xd lautghting film actually wasnt things laugh,0,0,-0.5462182
ooooo yay new makeups love cute lil bag,0,2,0.9893983
seems shake shack around time,0,1,0.0010116026
random follower tweets cool,0,2,0.78275937
bummer well yeah chatting whenever get home,0,1,0.18880826
hope youre good saturday jeff,0,2,0.91286004
met neighbor cindy told small rhubarb garden ready pick strawberryrhubarb pieoh yah yum,0,2,0.79415625
moreeeeee training,0,1,0.23117134
got done eating whole chickkeeennn,0,1,-0.42155272
wyoming way tc finally agreed think naming one kids,0,1,0.2785424
omg works finally,0,2,0.8645617
give grad workbut love google think next,3,2,0.7328042
comfort food always bad health avocado bacon cheeseburger anyway help concentration,0,0,-0.5333037
reading never eat alone,0,1,-0.28822526
porbably bb,0,1,0.020078242
since april 19th go back 27june yup,0,1,0.0800597
ahhh know going good day arent nursing hangover,0,1,0.34576774
guess whoooo ahahaha,0,1,0.44703293
sure dad sister,0,1,0.08148343
omfg phone crashed fml seriously,0,0,-0.96651953
aww thats horrible oo day school exam got ta study wish good luck,0,0,-0.72514206
sadly may right,0,0,-0.4315722
boooooooored 5 mins,0,1,-0.28936157
yea dont think,0,1,-0.20079929
shilo cripes bar grill ligonier start nine come,0,1,0.030102778
spent day bed passed back pain meds feeling bit better tonight wellrested anyway,0,2,0.86220074
u gon na watch,0,1,0.021472543
thats spirit,0,1,0.12616251
new bluetooth headset came via fedex today yay go jawbone,0,2,0.93785924
judy working brandon hahahahaha,0,1,0.24409345
noppee get,0,1,-0.12975591
wonder brother also dimples,0,1,0.027365316
r fun weve spent day outside bribed ice cream clean bedroom,0,2,0.9105212
ive still got jornada start museum,0,1,0.12778892
hi soren,0,1,-0.07153286
aww cute,0,2,0.9180979
wow faints,0,0,-0.8451386
ohhhh forgot im sowwy boo love,0,2,0.89584506
mm mushroom lasagna reminds taos new mexico good memories,0,2,0.72334397
fell asleep sun today red n white side nice weather tomorrow fix multicolourness,0,2,0.89027107
gon na stop later right,0,1,-0.056456372
yeaaahhh diversity britains got talent amazing 2nite xxx,2,2,0.9802186
new album drops soonyou better getting excited,2,2,0.9716805
would say cant stop eating reginas amazing,0,2,0.84891766
converge without notice might find manboob luggage get home,0,1,-0.2030638
awww sorry angel maybe happen next year,0,0,-0.43098432
china children poor rural area happy smily face lianbo oo,0,2,0.7038272
drove past house todaysold sign officially 12 days settlement 26 move cant wait,0,2,0.88472134
ariels grandmas house beautiful love grad parties cuz fooood theres guacamole yeahh,0,2,0.9858201
aww dont hurt wow done already love yellow rice send pic dish,0,2,0.925895
3 hours chillin wit bestester idk im im even blown away lmao jk,0,2,0.7508388
happy birthday,0,2,0.97575384
glad know survived jojo got bit pissed eh,8,1,-0.15379122
got mail today,0,1,-0.07479442
tweet deck ela n aparece gtgt,0,1,-0.01988189
hey ddub,0,1,0.032473788
kickass beaches venezuela cmon fletcher much fans,0,0,-0.71009135
im sick tired twitter many outages love twitter like love hate relationship,0,0,-0.8620466
dinner cheesecake factory yummy def treating brownie sundae,0,2,0.9658245
head muvico,0,1,-0.102146596
sexy costumes sexy lingerie sexy leather much selling church fits drive wild,0,2,0.47909027
maneater hysterical,0,0,-0.44799948
movie sure feels like,0,1,0.19644102
got denali,0,1,-0.022735283
watching movies night whoaaaaaa,0,1,0.14811522
best part magfestty evan sulli monkey get lame taco casa beth diet coke,0,2,0.45676076
hey pants fit sisters hope werent ugly,0,1,0.34740114
im wittle hungry gon na good snack protein shake,0,2,0.6079613
thats cause sexy self hot facebook contain,0,2,0.54808706
theyre airing last 3 episodes,0,1,0.037524812
played rock band getting getting ready go lake girlsssssssss,0,2,0.5074879
muahaha win need go montral official poutine hmm poutine,0,2,0.5050395
trampoline bj,0,1,0.03958205
magic magic whooohhaa howard youre man,8,1,0.25787526
club time name adamadam rowlands nice meet,0,2,0.8489773
hanging girlies missed,0,1,-0.19631255
watching nanny,0,1,-0.16714217
1000 islands conservancy zone part saturday,0,1,0.025662728
duloc perfect place please stay grass shine shoes wipe yourface duloc duloc duloc perfect place,0,2,0.9089822
aj colby wkyctv cleveland heir tom skilling ps dear cavs piss still love fun ny lebron,0,2,0.8021504
hungry watching tv mommy room,0,1,-0.30778134
lt3 memory foam,0,1,0.08360961
george baker selection little green bag hey,0,1,0.11361553
